name,full_name,stars,forks,watchers,commits,forks_url,watchers_url,created_at,open_issues,size,age,language_Assembly,language_C,language_C#,language_C++,language_CSS,language_Classic ASP,language_Clojure,language_CoffeeScript,language_Common Lisp,language_DIGITAL Command Language,language_Dart,language_Elixir,language_Emacs Lisp,language_GDScript,language_Go,language_Groovy,language_HLSL,language_HTML,language_Handlebars,language_IDL,language_JSON,language_Java,language_JavaScript,language_Julia,language_Jupyter Notebook,language_Kotlin,language_LLVM,language_Lua,language_Mercury,language_Objective-C,language_PHP,language_PowerShell,language_Pug,language_Python,language_Rich Text Format,language_Ruby,language_Rust,language_SCSS,language_SVG,language_Scala,language_Scheme,language_ShaderLab,language_Shell,language_Swift,language_TeX,language_TypeScript,language_Vala,language_Vim Script,language_Vim Snippet,language_Vim script,language_Vue
babel-loader,babel/babel-loader,4737,471,4737,https://api.github.com/repos/babel/babel-loader/commits{/sha},https://api.github.com/repos/babel/babel-loader/forks,https://api.github.com/repos/babel/babel-loader/subscribers,2014-10-08 22:30:13+00:00,75,3587,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gt-nlp-class,jacobeisenstein/gt-nlp-class,4736,1047,4736,https://api.github.com/repos/jacobeisenstein/gt-nlp-class/commits{/sha},https://api.github.com/repos/jacobeisenstein/gt-nlp-class/forks,https://api.github.com/repos/jacobeisenstein/gt-nlp-class/subscribers,2013-02-28 18:27:27+00:00,1,331077,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Profiles,DivineEngine/Profiles,4735,1463,4735,https://api.github.com/repos/DivineEngine/Profiles/commits{/sha},https://api.github.com/repos/DivineEngine/Profiles/forks,https://api.github.com/repos/DivineEngine/Profiles/subscribers,2020-01-20 14:32:46+00:00,29,398,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HandyControl,HandyOrg/HandyControl,4735,892,4735,https://api.github.com/repos/HandyOrg/HandyControl/commits{/sha},https://api.github.com/repos/HandyOrg/HandyControl/forks,https://api.github.com/repos/HandyOrg/HandyControl/subscribers,2018-05-22 05:04:19+00:00,208,52356,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quickstart-js,firebase/quickstart-js,4735,3641,4735,https://api.github.com/repos/firebase/quickstart-js/commits{/sha},https://api.github.com/repos/firebase/quickstart-js/forks,https://api.github.com/repos/firebase/quickstart-js/subscribers,2016-04-26 17:13:48+00:00,75,3020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koro1FileHeader,OBKoro1/koro1FileHeader,4734,233,4734,https://api.github.com/repos/OBKoro1/koro1FileHeader/commits{/sha},https://api.github.com/repos/OBKoro1/koro1FileHeader/forks,https://api.github.com/repos/OBKoro1/koro1FileHeader/subscribers,2018-05-06 08:50:53+00:00,35,64562,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lx-music-mobile,lyswhut/lx-music-mobile,4734,625,4734,https://api.github.com/repos/lyswhut/lx-music-mobile/commits{/sha},https://api.github.com/repos/lyswhut/lx-music-mobile/forks,https://api.github.com/repos/lyswhut/lx-music-mobile/subscribers,2021-05-15 09:53:57+00:00,161,7925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
moodle,moodle/moodle,4734,5967,4734,https://api.github.com/repos/moodle/moodle/commits{/sha},https://api.github.com/repos/moodle/moodle/forks,https://api.github.com/repos/moodle/moodle/subscribers,2009-12-16 23:01:23+00:00,1,691359,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
connected-react-router,supasate/connected-react-router,4733,597,4733,https://api.github.com/repos/supasate/connected-react-router/commits{/sha},https://api.github.com/repos/supasate/connected-react-router/forks,https://api.github.com/repos/supasate/connected-react-router/subscribers,2016-12-12 11:49:25+00:00,175,3617,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring-boot-projects,ZHENFENG13/spring-boot-projects,4733,1542,4733,https://api.github.com/repos/ZHENFENG13/spring-boot-projects/commits{/sha},https://api.github.com/repos/ZHENFENG13/spring-boot-projects/forks,https://api.github.com/repos/ZHENFENG13/spring-boot-projects/subscribers,2017-04-01 01:50:14+00:00,2,14626,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mamba,mamba-org/mamba,4733,275,4733,https://api.github.com/repos/mamba-org/mamba/commits{/sha},https://api.github.com/repos/mamba-org/mamba/forks,https://api.github.com/repos/mamba-org/mamba/subscribers,2019-03-05 13:05:10+00:00,510,6408,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nanovg,memononen/nanovg,4733,739,4733,https://api.github.com/repos/memononen/nanovg/commits{/sha},https://api.github.com/repos/memononen/nanovg/forks,https://api.github.com/repos/memononen/nanovg/subscribers,2013-11-12 07:45:10+00:00,317,3667,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jwt,golang-jwt/jwt,4733,265,4733,https://api.github.com/repos/golang-jwt/jwt/commits{/sha},https://api.github.com/repos/golang-jwt/jwt/forks,https://api.github.com/repos/golang-jwt/jwt/subscribers,2021-05-18 22:42:37+00:00,29,2066,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sampleproject,pypa/sampleproject,4732,1685,4732,https://api.github.com/repos/pypa/sampleproject/commits{/sha},https://api.github.com/repos/pypa/sampleproject/forks,https://api.github.com/repos/pypa/sampleproject/subscribers,2013-12-03 16:43:27+00:00,12,143,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oauth2,golang/oauth2,4731,941,4731,https://api.github.com/repos/golang/oauth2/commits{/sha},https://api.github.com/repos/golang/oauth2/forks,https://api.github.com/repos/golang/oauth2/subscribers,2014-04-14 15:07:35+00:00,171,732,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udemy-docker-mastery,BretFisher/udemy-docker-mastery,4730,5621,4730,https://api.github.com/repos/BretFisher/udemy-docker-mastery/commits{/sha},https://api.github.com/repos/BretFisher/udemy-docker-mastery/forks,https://api.github.com/repos/BretFisher/udemy-docker-mastery/subscribers,2017-01-29 16:53:38+00:00,26,21313,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pig,pig-mesh/pig,4729,763,4729,https://api.github.com/repos/pig-mesh/pig/commits{/sha},https://api.github.com/repos/pig-mesh/pig/forks,https://api.github.com/repos/pig-mesh/pig/subscribers,2019-08-26 03:24:53+00:00,272,35825,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synonyms,chatopera/Synonyms,4729,896,4729,https://api.github.com/repos/chatopera/Synonyms/commits{/sha},https://api.github.com/repos/chatopera/Synonyms/forks,https://api.github.com/repos/chatopera/Synonyms/subscribers,2017-09-25 08:23:35+00:00,27,143931,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unity-Script-Collection,michidk/Unity-Script-Collection,4728,552,4728,https://api.github.com/repos/michidk/Unity-Script-Collection/commits{/sha},https://api.github.com/repos/michidk/Unity-Script-Collection/forks,https://api.github.com/repos/michidk/Unity-Script-Collection/subscribers,2016-09-16 16:11:23+00:00,2,105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ristretto,dgraph-io/ristretto,4728,324,4728,https://api.github.com/repos/dgraph-io/ristretto/commits{/sha},https://api.github.com/repos/dgraph-io/ristretto/forks,https://api.github.com/repos/dgraph-io/ristretto/subscribers,2019-02-12 18:07:00+00:00,31,1412,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.io,NarrativeScience-old/log.io,4727,700,4727,https://api.github.com/repos/NarrativeScience-old/log.io/commits{/sha},https://api.github.com/repos/NarrativeScience-old/log.io/forks,https://api.github.com/repos/NarrativeScience-old/log.io/subscribers,2011-05-20 22:14:32+00:00,44,764,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
longhorn,longhorn/longhorn,4727,612,4727,https://api.github.com/repos/longhorn/longhorn/commits{/sha},https://api.github.com/repos/longhorn/longhorn/forks,https://api.github.com/repos/longhorn/longhorn/subscribers,2017-04-14 19:57:01+00:00,1070,2190,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Luyten,deathmarine/Luyten,4727,981,4727,https://api.github.com/repos/deathmarine/Luyten/commits{/sha},https://api.github.com/repos/deathmarine/Luyten/forks,https://api.github.com/repos/deathmarine/Luyten/subscribers,2013-07-11 10:57:28+00:00,175,5857,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlayCover,PlayCover/PlayCover,4727,541,4727,https://api.github.com/repos/PlayCover/PlayCover/commits{/sha},https://api.github.com/repos/PlayCover/PlayCover/forks,https://api.github.com/repos/PlayCover/PlayCover/subscribers,2022-07-08 16:38:11+00:00,125,21171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
arcore-android-sdk,google-ar/arcore-android-sdk,4727,1190,4727,https://api.github.com/repos/google-ar/arcore-android-sdk/commits{/sha},https://api.github.com/repos/google-ar/arcore-android-sdk/forks,https://api.github.com/repos/google-ar/arcore-android-sdk/subscribers,2017-08-21 18:09:07+00:00,327,46937,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-native-bottom-sheet,gorhom/react-native-bottom-sheet,4727,546,4727,https://api.github.com/repos/gorhom/react-native-bottom-sheet/commits{/sha},https://api.github.com/repos/gorhom/react-native-bottom-sheet/forks,https://api.github.com/repos/gorhom/react-native-bottom-sheet/subscribers,2020-07-31 12:28:32+00:00,59,28894,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aglio,danielgtaylor/aglio,4726,484,4726,https://api.github.com/repos/danielgtaylor/aglio/commits{/sha},https://api.github.com/repos/danielgtaylor/aglio/forks,https://api.github.com/repos/danielgtaylor/aglio/subscribers,2013-11-15 03:24:36+00:00,139,798,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-chatgpt-api,reorx/awesome-chatgpt-api,4725,291,4725,https://api.github.com/repos/reorx/awesome-chatgpt-api/commits{/sha},https://api.github.com/repos/reorx/awesome-chatgpt-api/forks,https://api.github.com/repos/reorx/awesome-chatgpt-api/subscribers,2023-03-04 07:30:09+00:00,4,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mage-ai,mage-ai/mage-ai,4723,372,4723,https://api.github.com/repos/mage-ai/mage-ai/commits{/sha},https://api.github.com/repos/mage-ai/mage-ai/forks,https://api.github.com/repos/mage-ai/mage-ai/subscribers,2022-05-16 22:11:39+00:00,75,112556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
favorites-web,cloudfavorites/favorites-web,4723,1747,4723,https://api.github.com/repos/cloudfavorites/favorites-web/commits{/sha},https://api.github.com/repos/cloudfavorites/favorites-web/forks,https://api.github.com/repos/cloudfavorites/favorites-web/subscribers,2016-08-08 05:59:06+00:00,9,7990,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openblocks,openblocks-dev/openblocks,4723,214,4723,https://api.github.com/repos/openblocks-dev/openblocks/commits{/sha},https://api.github.com/repos/openblocks-dev/openblocks/forks,https://api.github.com/repos/openblocks-dev/openblocks/subscribers,2022-11-14 09:04:00+00:00,118,136487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
massCode,massCodeIO/massCode,4722,139,4722,https://api.github.com/repos/massCodeIO/massCode/commits{/sha},https://api.github.com/repos/massCodeIO/massCode/forks,https://api.github.com/repos/massCodeIO/massCode/subscribers,2022-03-29 07:54:21+00:00,10,4195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oboe.js,jimhigson/oboe.js,4722,234,4722,https://api.github.com/repos/jimhigson/oboe.js/commits{/sha},https://api.github.com/repos/jimhigson/oboe.js/forks,https://api.github.com/repos/jimhigson/oboe.js/subscribers,2013-03-11 19:04:05+00:00,120,34323,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udemy-dl,r0oth3x49/udemy-dl,4721,1194,4721,https://api.github.com/repos/r0oth3x49/udemy-dl/commits{/sha},https://api.github.com/repos/r0oth3x49/udemy-dl/forks,https://api.github.com/repos/r0oth3x49/udemy-dl/subscribers,2017-05-01 20:14:27+00:00,1,324,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imaging,disintegration/imaging,4718,390,4718,https://api.github.com/repos/disintegration/imaging/commits{/sha},https://api.github.com/repos/disintegration/imaging/forks,https://api.github.com/repos/disintegration/imaging/subscribers,2012-12-06 20:21:21+00:00,24,3677,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeetCode,wisdompeak/LeetCode,4717,1109,4717,https://api.github.com/repos/wisdompeak/LeetCode/commits{/sha},https://api.github.com/repos/wisdompeak/LeetCode/forks,https://api.github.com/repos/wisdompeak/LeetCode/subscribers,2017-03-01 10:30:52+00:00,2,7971,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
django-crispy-forms,django-crispy-forms/django-crispy-forms,4716,731,4716,https://api.github.com/repos/django-crispy-forms/django-crispy-forms/commits{/sha},https://api.github.com/repos/django-crispy-forms/django-crispy-forms/forks,https://api.github.com/repos/django-crispy-forms/django-crispy-forms/subscribers,2011-11-01 11:48:03+00:00,64,2911,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lora,cloneofsimo/lora,4716,324,4716,https://api.github.com/repos/cloneofsimo/lora/commits{/sha},https://api.github.com/repos/cloneofsimo/lora/forks,https://api.github.com/repos/cloneofsimo/lora/subscribers,2022-12-08 00:09:05+00:00,68,185911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linux-sysadmin-interview-questions,chassing/linux-sysadmin-interview-questions,4715,1119,4715,https://api.github.com/repos/chassing/linux-sysadmin-interview-questions/commits{/sha},https://api.github.com/repos/chassing/linux-sysadmin-interview-questions/forks,https://api.github.com/repos/chassing/linux-sysadmin-interview-questions/subscribers,2014-02-11 18:37:13+00:00,12,104,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move.js,visionmedia/move.js,4714,708,4714,https://api.github.com/repos/visionmedia/move.js/commits{/sha},https://api.github.com/repos/visionmedia/move.js/forks,https://api.github.com/repos/visionmedia/move.js/subscribers,2011-05-23 04:57:12+00:00,36,120,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mall4cloud,gz-yami/mall4cloud,4713,1180,4713,https://api.github.com/repos/gz-yami/mall4cloud/commits{/sha},https://api.github.com/repos/gz-yami/mall4cloud/forks,https://api.github.com/repos/gz-yami/mall4cloud/subscribers,2021-08-04 03:04:36+00:00,15,18916,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openwrt-passwall,xiaorouji/openwrt-passwall,4713,2155,4713,https://api.github.com/repos/xiaorouji/openwrt-passwall/commits{/sha},https://api.github.com/repos/xiaorouji/openwrt-passwall/forks,https://api.github.com/repos/xiaorouji/openwrt-passwall/subscribers,2018-10-06 18:36:11+00:00,14,16157,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
docs,docker-library/docs,4713,2199,4713,https://api.github.com/repos/docker-library/docs/commits{/sha},https://api.github.com/repos/docker-library/docs/forks,https://api.github.com/repos/docker-library/docs/subscribers,2014-07-31 21:02:22+00:00,82,62584,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1Panel,1Panel-dev/1Panel,4713,372,4713,https://api.github.com/repos/1Panel-dev/1Panel/commits{/sha},https://api.github.com/repos/1Panel-dev/1Panel/forks,https://api.github.com/repos/1Panel-dev/1Panel/subscribers,2022-07-19 15:44:52+00:00,268,55024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numi,nikolaeu/numi,4712,187,4712,https://api.github.com/repos/nikolaeu/numi/commits{/sha},https://api.github.com/repos/nikolaeu/numi/forks,https://api.github.com/repos/nikolaeu/numi/subscribers,2015-11-16 08:57:09+00:00,132,694,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ActiveAndroid,pardom-zz/ActiveAndroid,4712,1062,4712,https://api.github.com/repos/pardom-zz/ActiveAndroid/commits{/sha},https://api.github.com/repos/pardom-zz/ActiveAndroid/forks,https://api.github.com/repos/pardom-zz/ActiveAndroid/subscribers,2012-11-15 18:10:45+00:00,334,18083,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-home-assistant,frenck/awesome-home-assistant,4712,317,4712,https://api.github.com/repos/frenck/awesome-home-assistant/commits{/sha},https://api.github.com/repos/frenck/awesome-home-assistant/forks,https://api.github.com/repos/frenck/awesome-home-assistant/subscribers,2018-07-30 17:48:40+00:00,18,634,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
forge,digitalbazaar/forge,4710,768,4710,https://api.github.com/repos/digitalbazaar/forge/commits{/sha},https://api.github.com/repos/digitalbazaar/forge/forks,https://api.github.com/repos/digitalbazaar/forge/subscribers,2010-07-16 20:49:48+00:00,398,5065,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RunCat_for_windows,Kyome22/RunCat_for_windows,4709,450,4709,https://api.github.com/repos/Kyome22/RunCat_for_windows/commits{/sha},https://api.github.com/repos/Kyome22/RunCat_for_windows/forks,https://api.github.com/repos/Kyome22/RunCat_for_windows/subscribers,2020-08-06 16:27:09+00:00,38,246,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
altair,altair-graphql/altair,4708,246,4708,https://api.github.com/repos/altair-graphql/altair/commits{/sha},https://api.github.com/repos/altair-graphql/altair/forks,https://api.github.com/repos/altair-graphql/altair/subscribers,2017-03-25 21:08:30+00:00,58,43049,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GitTorrent,cjb/GitTorrent,4708,292,4708,https://api.github.com/repos/cjb/GitTorrent/commits{/sha},https://api.github.com/repos/cjb/GitTorrent/forks,https://api.github.com/repos/cjb/GitTorrent/subscribers,2015-05-28 14:29:12+00:00,48,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdash-angular,invertase/rdash-angular,4708,775,4708,https://api.github.com/repos/invertase/rdash-angular/commits{/sha},https://api.github.com/repos/invertase/rdash-angular/forks,https://api.github.com/repos/invertase/rdash-angular/subscribers,2014-06-23 13:42:14+00:00,44,1806,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syzkaller,google/syzkaller,4707,1133,4707,https://api.github.com/repos/google/syzkaller/commits{/sha},https://api.github.com/repos/google/syzkaller/forks,https://api.github.com/repos/google/syzkaller/subscribers,2015-10-12 06:05:05+00:00,288,242851,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackDex,CodingGay/BlackDex,4707,1063,4707,https://api.github.com/repos/CodingGay/BlackDex/commits{/sha},https://api.github.com/repos/CodingGay/BlackDex/forks,https://api.github.com/repos/CodingGay/BlackDex/subscribers,2021-05-21 03:59:07+00:00,49,13393,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trojan,Jrohy/trojan,4707,1407,4707,https://api.github.com/repos/Jrohy/trojan/commits{/sha},https://api.github.com/repos/Jrohy/trojan/forks,https://api.github.com/repos/Jrohy/trojan/subscribers,2020-02-22 11:28:01+00:00,145,852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meson,mesonbuild/meson,4707,1369,4707,https://api.github.com/repos/mesonbuild/meson/commits{/sha},https://api.github.com/repos/mesonbuild/meson/forks,https://api.github.com/repos/mesonbuild/meson/subscribers,2014-05-14 15:08:16+00:00,2123,41209,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-native-fs,itinance/react-native-fs,4707,928,4707,https://api.github.com/repos/itinance/react-native-fs/commits{/sha},https://api.github.com/repos/itinance/react-native-fs/forks,https://api.github.com/repos/itinance/react-native-fs/subscribers,2015-05-08 17:04:15+00:00,577,4105,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
